---start-straight----
pid_straight:40,0,0,pid_rotation:-5,0,5
-100,-590.625,-4000,0,0,-590.625,-590.625,0,0.031775474548339844,0.0,0.0
-100.0,-590.625,-4000.0,0.0,0.0,-590.625,-590.625,0,0.03796815872192383,0.0,0.0
-100.0,-590.625,-4000.0,0.0,0.0,-590.625,-590.625,0,0.1277623176574707,-0.5629270051318312,0.0
-99.43707299486817,-590.625,-3977.482919794727,0.0,0.0,-590.625,-590.625,0,0.07588624954223633,-1.051744621090075,0.0
-98.94825537890992,-590.625,-3957.930215156397,0.0,0.0,-590.625,-590.625,-1,0.06385254859924316,-1.5731362981233215,-0.03192627429962158
-98.42686370187668,-590.625,-3937.0745480750675,-2.429663665646926,-2.429663665646926,-593.0546636656469,-588.1953363343531,-2,0.07784914970397949,-2.48285091827789,-0.14869999885559082
-97.51714908172211,-590.625,-3900.6859632688843,-4.851389966357814,-4.851389966357814,-595.4763899663578,-585.7736100336422,-4,0.08663320541381836,-3.6985147015267583,-0.4085996150970459
-96.30148529847324,-590.625,-3852.0594119389298,-19.536947445000017,-19.536947445000017,-610.161947445,-571.088052555,-6,0.05793952941894531,-4.596172324301287,-0.6982972621917725
-95.40382767569871,-590.625,-3816.1531070279484,-18.46895496544615,-18.46895496544615,-609.0939549654462,-572.1560450345538,-7,0.07598567008972168,-5.920802230750264,-1.1922041177749634
-94.07919776924973,-590.625,-3763.1679107699892,-26.151859934704547,-26.151859934704547,-616.7768599347046,-564.4731400652954,-9,0.1013329029083252,-8.005173733707693,-2.002867341041565
-91.9948262662923,-590.625,-3679.7930506516923,-11.331997996316101,-11.331997996316101,-601.9569979963161,-579.2930020036839,-16,0.2197108268737793,-13.387358110014901,-4.749252676963806
-86.6126418899851,-590.625,-3464.5056755994037,-55.55805983648892,-55.55805983648892,-646.183059836489,-535.066940163511,-22,0.11002254486083984,-16.161582185016442,-6.839681029319763
-83.83841781498356,-590.625,-3353.5367125993425,-130.71637153482658,-130.71637153482658,-721.3413715348265,-459.9086284651734,-24,0.06060314178466797,-17.660669536754025,-8.233553290367126
-82.33933046324597,-590.625,-3293.573218529839,-82.2953444940852,-82.2953444940852,-672.9203444940852,-508.3296555059148,-24,0.05916857719421387,-19.097351237234474,-9.65359914302826
-80.90264876276552,-590.625,-3236.105950510621,-62.71834179967277,-62.71834179967277,-653.3433417996728,-527.9066582003272,-24,0.06999659538269043,-20.89919387568497,-11.33351743221283
-79.10080612431503,-590.625,-3164.032244972601,-62.807448192659606,-62.807448192659606,-653.4324481926596,-527.8175518073404,-23,0.08642292022705078,-23.29978615610504,-13.364456057548523
-76.70021384389496,-590.625,-3068.0085537557984,-44.08393919746055,-44.08393919746055,-634.7089391974605,-546.5410608025395,-20,0.06722450256347656,-25.21700124238853,-14.809782862663269
-74.78299875761147,-590.625,-2991.319950304459,-40.52131550222643,-40.52131550222643,-631.1463155022265,-550.1036844977735,-18,0.07031464576721191,-27.208875948748094,-16.145761132240295
-72.7911240512519,-590.625,-2911.644962050076,-13.234454169434883,-13.234454169434883,-603.8594541694349,-577.3905458305651,-17,0.06745481491088867,-29.11489150654668,-17.326220393180847
-70.88510849345332,-590.625,-2835.404339738133,-9.188039393893263,-9.188039393893263,-599.8130393938933,-581.4369606061067,-16,0.05424642562866211,-30.656781269776886,-18.221286416053772
-69.34321873022311,-590.625,-2773.7287492089245,50.815079604626035,50.815079604626035,-539.809920395374,-641.440079604626,-15,0.15075230598449707,-34.844267888501825,-20.557947158813477
