---start-rotation---
Kp: 1,Ki: 1,Kd: 0
180,0,180,180,180
180,0,180,188.58384132385254,188.58384132385254
180,0,180,193.64347457885742,193.64347457885742
180,0,180,198.9155387878418,198.9155387878418
180,1,179,203.6896414756775,203.6896414756775
180,3,177,206.83459186553955,206.83459186553955
180,6,174,208.90441179275513,208.90441179275513
180,9,171,210.0,210.5113332271576
180,12,168,210.0,212.5349862575531
180,14,166,210.0,215.36791157722473
180,17,163,210.0,217.04319310188293
180,20,160,210.0,218.84353184700012
180,23,157,210.0,220.78066301345825
180,26,154,210.0,222.66843175888062
180,28,152,210.0,224.7394824028015
180,31,149,210.0,226.12027645111084
180,33,147,210.0,228.36316561698914
180,36,144,210.0,229.2953441143036
180,39,141,210.0,230.44334816932678
180,41,139,210.0,232.06242179870605
180,46,134,210.0,233.3077301979065
180,50,130,210.0,233.45968008041382
180,53,127,210.0,234.2380347251892
180,56,124,210.0,235.36282014846802
180,59,121,210.0,235.9525728225708
180,62,118,210.0,236.13645696640015
180,65,115,210.0,236.587797164917
180,68,112,210.0,236.95713996887207
180,71,109,210.0,237.58558416366577
180,74,106,210.0,237.70598888397217
180,77,103,210.0,238.122300863266
180,81,99,210.0,237.09963870048523
180,83,97,210.0,237.79883694648743
180,86,94,210.0,237.66004872322083
180,91,89,210.0,236.62911009788513
180,95,85,210.0,235.97747015953064
180,98,82,210.0,235.12986302375793
180,102,78,210.0,233.639164686203
180,105,75,210.0,233.74825620651245
180,108,72,210.0,232.6519980430603
180,111,69,210.0,231.8276436328888
180,114,66,210.0,230.6654074192047
180,117,63,210.0,229.49542927742004
180,120,60,210.0,228.10278058052063
180,123,57,210.0,226.76331186294556
180,126,54,210.0,225.33456707000732
180,129,51,210.0,223.96184039115906
180,132,48,210.0,222.42827486991882
180,135,45,210.0,220.72842741012573
180,138,42,210.0,218.94811153411865
180,141,39,210.0,217.05119037628174
180,144,36,210.0,215.00995349884033
180,147,33,210.0,213.17830801010132
180,150,30,210.0,211.05312299728394
180,153,27,208.89501905441284,208.89501905441284
180,157,23,205.63111925125122,205.63111925125122
180,160,20,203.3353362083435,203.3353362083435
180,163,17,200.8552942276001,200.8552942276001
180,166,14,198.24299335479736,198.24299335479736
180,168,12,196.56870937347412,196.56870937347412
180,171,9,193.8283450603485,193.8283450603485
180,174,6,191.01142048835754,191.01142048835754
180,176,4,189.13211464881897,189.13211464881897
180,179,1,186.15973830223083,186.15973830223083
180,181,-1,184.1303505897522,184.1303505897522
180,184,-4,181.01015615463257,181.01015615463257
180,186,-6,178.8434042930603,178.8434042930603
180,189,-9,175.56944131851196,175.56944131851196
180,191,-11,173.26328372955322,173.26328372955322
180,193,-13,170.9208357334137,170.9208357334137
180,196,-16,167.39237809181213,167.39237809181213
180,198,-18,164.907044172287,164.907044172287
